rank,personName,age,finalWorth,category,country,gender
1867,Leonid Simanovsky,68,1000,Finance & Investments,Russia,M
1867,Basudeo Singh,77,1000,Healthcare,India,M
1867,Samprada Singh,92,1000,Healthcare,India,M
1867,Terry Snow,74,1000,Real Estate,Australia,M
1867,Lynsi Snyder,35,1000,Food & Beverage,United States,F
1867,Sybill Storz,80,1000,Healthcare,Germany,F
1867,Harjo Sutanto,91,1000,Fashion & Retail,Indonesia,M
1867,Yoshikazu Tanaka,41,1000,Technology,Japan,M
1867,Mehmet Sinan Tara,59,1000,Construction & Engineering,Turkey,M
1867,Rit Thirakomen,66,1000,Food & Beverage,Thailand,M
1867,Tian Ming,64,1000,Technology,China,M
1867,Ion Tiriac,78,1000,Finance & Investments,Romania,M
1867,Ivar Erik Tollefsen,56,1000,Real Estate,Norway,M
1867,Mustafa Latif Topbas,73,1000,Fashion & Retail,Turkey,M
1867,Thomas Tull,47,1000,Media & Entertainment,United States,M
1867,John Van Lieshout,72,1000,Real Estate,Australia,M
1867,Wang Han,30,1000,Diversified,China,M
1867,Wang Junjin,49,1000,Service,China,M
1867,Wang Wenbiao,61,1000,Manufacturing,China,M
1867,"Alfred West, Jr.",75,1000,Finance & Investments,United States,M
1867,Wu Daohong,52,1000,Energy,China,M
1867,Wu Yiling,68,1000,Healthcare,China,M
1867,Xiu Laigui,63,1000,Healthcare,China,M
1867,Xu Xiong,46,1000,Service,China,M
1867,Xu Xudong,48,1000,Automotive,China,M
1867,Xue Hua,48,1000,Manufacturing,China,M
1867,Vadim Yakunin,55,1000,Healthcare,Russia,M
1867,Yan Yude,57,1000,Service,China,M
1867,Yang Keng,57,1000,Real Estate,China,M
1867,Yang Shaopeng,60,1000,Logistics,China,M
1867,Zhang Cheng Fei,50,1000,Manufacturing,China,M
1867,Zhang Jingzhang,82,1000,Manufacturing,China,M
1867,Zhang Keqiang,57,1000,Real Estate,China,M
1867,Zhang Xuanning,47,1000,Fashion & Retail,China,M
1867,Zhang Zhangsun,61,1000,Real Estate,China,M
1867,Zhou Bajin,82,1000,Manufacturing,China,M
1867,Zhou Wenyu,53,1000,Real Estate,China,M
1999,William Ackman,51,1000,Finance & Investments,United States,M
1999,Soegiarto Adikoesoemo,79,1000,Logistics,Indonesia,M
1999,Ali Ibrahim Agaoglu,64,1000,Construction & Engineering,Turkey,M
1999,Hamdi Akin,63,1000,Diversified,Turkey,M
1999,Chirayu Amin,71,1000,Healthcare,India,M
1999,Mehmet Aydinlar,61,1000,Healthcare,Turkey,M
1999,Emanuella Barilla,51,1000,Food & Beverage,Italy,F
1999,Guido Barilla,59,1000,Food & Beverage,Italy,M
1999,Luca Barilla,58,1000,Food & Beverage,Italy,M
1999,Paolo Barilla,56,1000,Food & Beverage,Italy,M
1999,Mehmet Rustu Basaran,71,1000,Energy,Turkey,M
1999,J. Hyatt Brown,80,1000,Finance & Investments,United States,M
1999,Hideyuki Busujima,65,1000,Gambling & Casinos,Japan,M
1999,Cai Rongjun,45,1000,Technology,China,M
1999,Cai Xiaoru,38,1000,Technology,China,M
1999,Delfin Jorge Ezequiel Carballo,65,1000,Finance & Investments,Argentina,M
1999,Chen Jinshi,55,1000,Real Estate,China,M
1999,Chen Qixing,58,1000,Technology,China,M
1999,Chen Shiliang,54,1000,Manufacturing,China,M
1999,Chen Xiaxin,55,1000,Diversified,China,M
1999,Gustavo Cisneros,72,1000,Media & Entertainment,Venezuela,M
1999,Sandor Csanyi,64,1000,Diversified,Hungary,M
1999,Cui Lijie,59,1000,Gambling & Casinos,Hong Kong,F
1999,Dang Yanbao,45,1000,Metals & Mining,China,M
1999,Bharat Desai,65,1000,Technology,United States,M
1999,Joseph Edelman,62,1000,Finance & Investments,United States,M
1999,Andrei Filatov,46,1000,Logistics,Russia,M
1999,Paul Fireman,74,1000,Fashion & Retail,United States,M
1999,J. Christopher Flowers,60,1000,Finance & Investments,United States,M
1999,Fu Kwan,60,1000,Diversified,China,M
1999,Sheela Gautam,86,1000,Fashion & Retail,India,F
1999,Drew Houston,35,1000,Technology,United States,M
1999,Huang Shilin,51,1000,Energy,China,M
1999,Huang Wen Tsai,64,1000,Real Estate,China,M
1999,Mohammed Ibrahim,71,1000,Telecom,United Kingdom,M
1999,Hiroshi Ishibashi,71,1000,Automotive,Japan,M
1999,Bent Jensen,66,1000,Manufacturing,Denmark,M
1999,Chatchai Kaewbootta,66,1000,Finance & Investments,Thailand,M
1999,Jonas Kamprad,52,1000,Finance & Investments,Sweden,M
1999,Mathias Kamprad,48,1000,Finance & Investments,Sweden,M
1999,Peter Kamprad,53,1000,Finance & Investments,Sweden,M
1999,Richard Kayne,72,1000,Finance & Investments,United States,M
1999,Vladimir Kogan,54,1000,Diversified,Russia,M
1999,Koh Wee Meng,54,1000,Real Estate,Singapore,M
1999,Koo Bon-Joon,66,1000,Technology,South Korea,M
1999,Lam Lung On,53,1000,Real Estate,China,M
1999,Isaac Larian,63,1000,Manufacturing,United States,M
1999,Frank Laukien,58,1000,Manufacturing,United States,M
1999,Lee Joon-Ho,53,1000,Technology,South Korea,M
1999,Lee Sang-Hyuk,46,1000,Technology,South Korea,M
1999,Nancy Lerner,57,1000,Finance & Investments,United States,F
1999,Norma Lerner,81,1000,Finance & Investments,United States,F
1999,Randolph Lerner,56,1000,Finance & Investments,United States,M
1999,David Xueling Li,45,1000,Technology,China,M
1999,Li Tan,53,1000,Healthcare,China,F
1999,Li Weiguo,53,1000,Manufacturing,China,M
1999,Liang Feng,49,1000,Manufacturing,China,M
1999,Liang Guangwei,54,1000,Manufacturing,China,M
1999,Liang Shezeng,86,1000,Real Estate,China,M
1999,Liao Chang,51,1000,Food & Beverage,China,M
1999,Jenny Lindén Urnes,46,1000,Manufacturing,Sweden,F
1999,Liu Zhendong,47,1000,Service,China,M
1999,Liu Zhiqiang,53,1000,Diversified,China,M
1999,Jonathan Lu,49,1000,Technology,China,M
1999,William Macaulay,72,1000,Energy,United States,M
1999,John Martin,66,1000,Healthcare,United States,M
1999,Yves-Loic Martin,52,1000,Healthcare,France,M
1999,Satish Mehta,67,1000,Healthcare,India,M
1999,Nikita Mishin,46,1000,Logistics,Russia,M
1999,Konstantin Nikolaev,47,1000,Logistics,Russia,M
1999,Simon Nixon,50,1000,Technology,United Kingdom,M
1999,Michael O'Leary,56,1000,Service,Ireland,M
1999,Liora Ofer,64,1000,Finance & Investments,Israel,F
1999,Roberto Ongpin,81,1000,Diversified,Philippines,M
1999,Niti Osathanugrah,44,1000,Finance & Investments,Thailand,M
1999,Frank Otto,60,1000,Fashion & Retail,Germany,M
1999,Gretel Packer,51,1000,Media & Entertainment,Australia,F
1999,Alberto Palatchi,68,1000,Fashion & Retail,Spain,M
1999,Peng Jianhu,61,1000,Media & Entertainment,China,M
1999,Lucy Peng,45,1000,Technology,China,F
1999,Andrei Rappoport,54,1000,Finance & Investments,Russia,M
1999,Andrea Reimann-Ciardelli,61,1000,Fashion & Retail,United States,F
1999,Igor Rotenberg,44,1000,Diversified,Russia,M
1999,Alan Rydge,65,1000,Real Estate,Australia,M
1999,Chris Sacca,42,1000,Finance & Investments,United States,M
1999,Alexander Samwer,43,1000,Technology,Germany,M
1999,Marc Samwer,47,1000,Technology,Germany,M
1999,Oliver Samwer,44,1000,Technology,Germany,M
1999,Neil Shen,50,1000,Finance & Investments,Hong Kong,M
1999,Albert Shigaboutdinov,65,1000,Diversified,Russia,M
1999,Shin Dong-Joo,64,1000,Fashion & Retail,South Korea,M
1999,Yoshiko Shinohara,83,1000,Service,Japan,F
1999,Analjit Singh,64,1000,Healthcare,India,M
1999,Stephen Smith,66,1000,Finance & Investments,Canada,M
1999,Michael Steinhardt,77,1000,Finance & Investments,United States,M
1999,Svein Stole,54,1000,Finance & Investments,Norway,M
1999,Rustem Sulteev,64,1000,Energy,Russia,M
1999,Julio Patricio Supervielle,61,1000,Finance & Investments,Argentina,M
1999,Min-Liang Tan,40,1000,Media & Entertainment,Singapore,M
1999,Hary Tanoesoedibjo,52,1000,Media & Entertainment,Indonesia,M
1999,Sukanto Tanoto,68,1000,Diversified,Indonesia,M
1999,Tiong Hiew King,82,1000,Diversified,Malaysia,M
1999,Laurie Tisch,67,1000,Diversified,United States,F
1999,Steven Tisch,69,1000,Diversified,United States,M
1999,James Truchard,74,1000,Technology,United States,M
1999,Vardis Vardinoyannis,85,1000,Energy,Greece,M
1999,Murat Vargi,70,1000,Telecom,Turkey,M
1999,Wan Lianbu,52,1000,Manufacturing,China,M
1999,Wang Miaotong,60,1000,Automotive,China,M
1999,Wang Zhenghua,73,1000,Service,China,M
1999,Wen Jianping,56,1000,Service,China,M
1999,Myron Wentz,78,1000,Fashion & Retail,St. Kitts and Nevis,M
1999,Xia Zuoquan,56,1000,Automotive,China,M
1999,Yao Jinbo,42,1000,Technology,China,M
1999,Fatma Tuba Yazici,44,1000,Diversified,Turkey,F
1999,Zhang Zhirong,49,1000,Diversified,Hong Kong,M
1999,Zhao Yan,51,1000,Diversified,China,F
1999,Zhou Zongwen,61,1000,Fashion & Retail,China,M
2124,Raamdeo Agrawal,61,1000,Finance & Investments,India,M
2124,Maurizio Billi,60,1000,Healthcare,Brazil,M
2124,Sara Blakely,47,1000,Fashion & Retail,United States,F
2124,Pete Bodharamik,45,1000,Telecom,Thailand,M
2124,Cao Kejian,55,1000,Manufacturing,China,M
2124,Morris Chang,86,1000,Technology,Taiwan,M
2124,Richard Chang,71,1000,Real Estate,Taiwan,M
2124,Chen Jianming,61,1000,Real Estate,China,M
2124,Cho Yang-Rai,80,1000,Manufacturing,South Korea,M
2124,Yvon Chouinard,79,1000,Fashion & Retail,United States,M
2124,Eduard Chukhlebov,54,1000,Metals & Mining,Russia,M
2124,Jack Cockwell,77,1000,Finance & Investments,Canada,M
2124,John Collison,27,1000,Technology,Ireland,M
2124,Patrick Collison,29,1000,Technology,Ireland,M
2124,Henry Davis,67,1000,Food & Beverage,United States,M
2124,Francois Feuillet,69,1000,Automotive,France,M
2124,Susumu Fujita,44,1000,Media & Entertainment,Japan,M
2124,Filaret Galchev,54,1000,Construction & Engineering,Russia,M
2124,Yuri Gushchin,73,1000,Food & Beverage,Russia,M
2124,David Hall,66,1000,Automotive,United States,M
2124,He Simo,53,1000,Manufacturing,China,M
2124,Hon Kwok Lung,62,1000,Fashion & Retail,Hong Kong,M
2124,Elie Horn,74,1000,Real Estate,Brazil,M
2124,Huang Bingwen,64,1000,Manufacturing,Australia,M
2124,Huang Xiaofen,56,1000,Technology,China,F
2124,Masayuki Ishihara,69,1000,Gambling & Casinos,Japan,M
2124,Tarang Jain,55,1000,Manufacturing,India,M
2124,Jiang Wei,56,1000,Healthcare,China,M
2124,Jiang Xuefei,48,1000,Technology,China,M
2124,David Kabiller,54,1000,Finance & Investments,United States,M
2124,Morris Kahn,88,1000,Technology,Israel,M
2124,"Anton Kathrein, Jr.",33,1000,Manufacturing,Germany,M
2124,Kim Dae-Il,38,1000,Technology,South Korea,M
2124,Michael Kim,54,1000,Finance & Investments,South Korea,M
2124,Ihor Kolomoyskyy,55,1000,Diversified,Ukraine,M
2124,Koo Bon-Sik,59,1000,Technology,South Korea,M
2124,Igor Kudryashkin,56,1000,Metals & Mining,Russia,M
2124,Lev Kvetnoi,52,1000,Finance & Investments,Russia,M
2124,Theodore Leonsis,62,1000,Sports,United States,M
2124,Lev Leviev,62,1000,Metals & Mining,Israel,M
2124,Liang Zhaoxian,53,1000,Manufacturing,China,M
2124,John Liew,50,1000,Finance & Investments,United States,M
2124,Paul Little,70,1000,Real Estate,Australia,M
2124,Liu Fuhai,63,1000,Diversified,China,M
2124,Liu Jincheng,53,1000,Technology,China,M
2124,Liu Shaoxi,54,1000,Real Estate,China,M
2124,Lu Weiding,47,1000,Diversified,China,M
2124,Duncan MacMillan,80,1000,Finance & Investments,United States,M
2124,George Marcus,76,1000,Real Estate,United States,M
2124,Bernardo Matte,62,1000,Manufacturing,Chile,M
2124,Eliodoro Matte,72,1000,Manufacturing,Chile,M
2124,Mi Enhua,59,1000,Fashion & Retail,China,M
2124,Lowell Milken,69,1000,Finance & Investments,United States,M
2124,Nirmal Minda,60,1000,Automotive,India,M
2124,Martin Naughton,78,1000,Manufacturing,Ireland,M
2124,Vadim Novinsky,54,1000,Metals & Mining,Ukraine,M
2124,Sergei Petrov,63,1000,Automotive,Russia,M
2124,Carolyn Rafaelian,51,1000,Fashion & Retail,United States,F
2124,Lawrence Rossy,75,1000,Fashion & Retail,Canada,M
2124,Alice Schwartz,91,1000,Manufacturing,United States,F
2124,Martin Selig,80,1000,Real Estate,United States,M
2124,Sathien Setthasit,63,1000,Food & Beverage,Thailand,M
2124,Evan Sharp,35,1000,Technology,United States,M
2124,Ravindra Kishore Sinha,66,1000,Service,India,M
2124,Axel Stawski,67,1000,Real Estate,United States,M
2124,Beny Steinmetz,61,1000,Metals & Mining,Israel,M
2124,Dirk Stroeer,49,1000,Media & Entertainment,Germany,M
2124,Sun Shangchuan,54,1000,Technology,China,M
2124,Sam Tarascio,73,1000,Real Estate,Australia,M
2124,Robert Toll,77,1000,Real Estate,United States,M
2124,Surin Upatkoon,68,1000,Diversified,Thailand,M
2124,Alexander Vik,63,1000,Finance & Investments,Norway,M
2124,Peter-Alexander Wacker,66,1000,Manufacturing,Germany,M
2124,Wang Jianyi,55,1000,Technology,China,M
2124,V. Prem Watsa,67,1000,Finance & Investments,Canada,M
2124,Sandy Weill,84,1000,Finance & Investments,United States,M
2124,Wen Pengcheng,55,1000,Food & Beverage,China,M
2124,Wu Chung-yi,59,1000,Manufacturing,Taiwan,M
2124,Yang Jianxin,48,1000,Technology,China,M
2124,Yao Xinyi,53,1000,Diversified,China,M
2124,Zhao Xiaoqiang,50,1000,Fashion & Retail,China,M
2124,Zhou Liangzhang,55,1000,Manufacturing,China,M
2124,Zhu Xingming,51,1000,Manufacturing,China,M
2124,Zhuo Jun,52,1000,Manufacturing,Hong Kong,F
2124,Olgun Zorlu,54,1000,Diversified,Turkey,M
